"experiment","n","k","rep","noise","method","time","nsegments","mean_candidates","max_candidates","error"
"vary_k",2000,30,2,"student","SVP Wilcoxon",0.0249999999999915,31,54.7925,80,NA
"vary_k",2000,31,2,"student","SVP Wilcoxon",0.0230000000000103,32,53.269,78,NA
"vary_k",2000,32,2,"student","SVP Wilcoxon",0.0220000000000056,33,51.956,74,NA
"vary_k",2000,33,2,"student","SVP Wilcoxon",0.0209999999999866,34,50.667,74,NA
"vary_k",2000,34,2,"student","SVP Wilcoxon",0.019999999999996,35,49.518,72,NA
"vary_k",2000,35,2,"student","SVP Wilcoxon",0.0190000000000055,36,48.256,70,NA
"vary_k",2000,36,2,"student","SVP Wilcoxon",0.0190000000000055,37,47.1905,68,NA
"vary_k",2000,37,2,"student","SVP Wilcoxon",0.0180000000000007,38,46.4045,67,NA
"vary_k",2000,38,2,"student","SVP Wilcoxon",0.0169999999999959,39,45.304,65,NA
"vary_k",2000,39,2,"student","SVP Wilcoxon",0.0159999999999911,40,44.1675,62,NA
"vary_k",2000,40,2,"student","SVP Wilcoxon",0.0160000000000053,41,43.48,61,NA
"vary_k",2000,0,3,"student","SVP Wilcoxon",0.0589999999999975,1,1000.5,2000,NA
"vary_k",2000,1,3,"student","SVP Wilcoxon",1.10000000000001,2,562.243999999996,1023,NA
"vary_k",2000,2,3,"student","SVP Wilcoxon",0.808999999999997,3,398.967500000001,702,NA
"vary_k",2000,3,3,"student","SVP Wilcoxon",0.555999999999997,4,311.977000000001,539,NA
"vary_k",2000,4,3,"student","SVP Wilcoxon",0.407999999999987,5,257.104499999999,432,NA
"vary_k",2000,5,3,"student","SVP Wilcoxon",0.306000000000012,6,219.633,362,NA
"vary_k",2000,6,3,"student","SVP Wilcoxon",0.246000000000009,7,192.3365,314,NA
"vary_k",2000,7,3,"student","SVP Wilcoxon",0.199000000000012,8,171.6525,275,NA
"vary_k",2000,8,3,"student","SVP Wilcoxon",0.173000000000002,9,155.981,249,NA
