"pattern","jump","method","F1_new","Precision_new","Recall_new","CorrectNumCP_new","MSE_new","NumSegments_new","F1_old","Precision_old","Recall_old","CorrectNumCP_old","MSE_old","NumSegments_old","delta_F1","delta_Precision","delta_Recall","delta_CorrectNumCP","delta_MSE","delta_NumSegments"
"up",4.8,"DeCAFS AR1",1,1,1,1,0.103749197769164,8,0.999333333333333,0.99875,1,0.99,0.103884041568881,8.01,0.000666666666666704,0.00124999999999997,0,0.01,-0.000134843799716775,-0.00999999999999979
"up",4.8,"PELT AR1 approximate",0.668333333333333,0.502307692307692,0.998571428571429,0,0.118737835754588,14.92,0.786315408619588,0.655990426240426,0.99,0.01,0.186781638468154,11.71,-0.117982075286255,-0.153682733932734,0.00857142857142856,-0.01,-0.0680438027135665,3.21
"up",4.8,"PELT inflated",0.998571428571429,0.998571428571429,0.998571428571429,1,0.112924682628119,8,0.998571428571429,0.998571428571429,0.998571428571429,1,0.112924682628119,8,0,0,0,0,0,0
"up",4.8,"SVP AR1Focus",1,1,1,1,0.110087330516117,8,0.998571428571429,0.998571428571429,0.998571428571429,1,0.112924682628119,8,0.00142857142857145,0.00142857142857145,0.00142857142857145,0,-0.00283735211200128,0
"up",5,"DeCAFS AR1",1,1,1,1,0.114075401431007,8,0.999333333333333,0.99875,1,0.99,0.116275028339614,8.01,0.000666666666666704,0.00124999999999997,0,0.01,-0.00219962690860723,-0.00999999999999979
"up",5,"PELT AR1 approximate",0.666424242424242,0.499769230769231,1,0,0.129899625503323,15.01,0.757427588579291,0.613035353535354,0.997142857142857,0,0.173031558546504,12.5,-0.091003346155049,-0.113266122766123,0.00285714285714289,0,-0.0431319330431816,2.51
"up",5,"PELT inflated",1,1,1,1,0.123729595172871,8,1,1,1,1,0.123729595172871,8,0,0,0,0,0,0
"up",5,"SVP AR1Focus",1,1,1,1,0.119115494400806,8,1,1,1,1,0.121282006292573,8,0,0,0,0,-0.00216651189176767,0
"updown",1,"DeCAFS AR1",0,0,0,0,0.262924813634207,1.01,0.0025,0.01,0.00142857142857143,0,0.267210938150136,1.12,-0.0025,-0.01,-0.00142857142857143,0,-0.00428612451592841,-0.11
"updown",1,"PELT AR1 approximate",0.0191666666666667,0.065,0.0114285714285714,0,0.273878233016088,1.15,0,0,0,0,0.26264169688517,1,0.0191666666666667,0.065,0.0114285714285714,0,0.0112365361309175,0.15
"updown",1,"PELT inflated",0,0,0,0,0.263660450089736,1.01,0,0,0,0,0.263660450089736,1.01,0,0,0,0,0,0
"updown",1,"SVP AR1Focus",0.0175,0.07,0.01,0,0.269063256490826,1.13,0,0,0,0,0.26264169688517,1,0.0175,0.07,0.01,0,0.00642155960565555,0.13
"updown",1.2,"DeCAFS AR1",0,0,0,0,0.376072398938737,1,0.005,0.02,0.00285714285714285,0,0.376580495888346,1.06,-0.005,-0.02,-0.00285714285714285,0,-0.000508096949609071,-0.06
"updown",1.2,"PELT AR1 approximate",0.0166153846153846,0.0483333333333333,0.0114285714285714,0,0.383525086273237,1.2,0,0,0,0,0.376072398938737,1,0.0166153846153846,0.0483333333333333,0.0114285714285714,0,0.00745268733449983,0.2
"updown",1.2,"PELT inflated",0,0,0,0,0.376072398938737,1,0,0,0,0,0.376072398938737,1,0,0,0,0,0,0
"updown",1.2,"SVP AR1Focus",0.0294444444444444,0.11,0.0171428571428571,0,0.381250345362278,1.22,0,0,0,0,0.376072398938737,1,0.0294444444444444,0.11,0.0171428571428571,0,0.00517794642354141,0.22
"updown",1.4,"DeCAFS AR1",0,0,0,0,0.504861112984995,1,0.0169444444444445,0.06,0.01,0,0.506628156947603,1.15,-0.0169444444444445,-0.06,-0.01,0,-0.00176704396260796,-0.15
"updown",1.4,"PELT AR1 approximate",0.0557828282828283,0.139166666666667,0.0371428571428571,0,0.511426079982472,1.53,0,0,0,0,0.504861112984995,1,0.0557828282828283,0.139166666666667,0.0371428571428571,0,0.00656496699747755,0.53
"updown",1.4,"PELT inflated",0.005,0.02,0.00285714285714285,0,0.506056629821516,1.02,0.005,0.02,0.00285714285714285,0,0.506056629821516,1.02,0,0,0,0,0,0
"updown",1.4,"SVP AR1Focus",0.0601666666666667,0.215,0.0357142857142857,0,0.50588683673313,1.54,0,0,0,0,0.504861112984995,1,0.0601666666666667,0.215,0.0357142857142857,0,0.0010257237481347,0.54
"updown",1.6,"DeCAFS AR1",0.01,0.04,0.00571428571428571,0,0.655180123683269,1.06,0.0389444444444444,0.143333333333333,0.0228571428571429,0,0.647295963447455,1.25,-0.0289444444444444,-0.103333333333333,-0.0171428571428571,0,0.00788416023581417,-0.19
"updown",1.6,"PELT AR1 approximate",0.107334498834499,0.214833333333333,0.0785714285714286,0.02,0.639999032862125,2.11,0,0,0,0,0.65697370015634,1,0.107334498834499,0.214833333333333,0.0785714285714286,0.02,-0.0169746672942152,1.11
"updown",1.6,"PELT inflated",0.0075,0.03,0.00428571428571429,0,0.657466907947733,1.04,0.0075,0.03,0.00428571428571429,0,0.657466907947733,1.04,0,0,0,0,0,0
"updown",1.6,"SVP AR1Focus",0.0890555555555556,0.291666666666667,0.0542857142857143,0,0.640429563803302,1.83,0.005,0.02,0.00285714285714285,0,0.656070675434173,1.02,0.0840555555555556,0.271666666666667,0.0514285714285714,0,-0.0156411116308712,0.81
"updown",1.8,"DeCAFS AR1",0.005,0.02,0.00285714285714285,0,0.82026555988078,1.04,0.0647222222222222,0.255,0.0371428571428571,0,0.799382293076292,1.33,-0.0597222222222222,-0.235,-0.0342857142857143,0,0.0208832668044879,-0.29
"updown",1.8,"PELT AR1 approximate",0.185858696858697,0.30102380952381,0.145714285714286,0.00999999999999999,0.750709945790729,2.84,0,0,0,0,0.821675105587757,1,0.185858696858697,0.30102380952381,0.145714285714286,0.00999999999999999,-0.0709651597970273,1.84
"updown",1.8,"PELT inflated",0.014,0.0466666666666667,0.00857142857142858,0,0.82126560376586,1.12,0.014,0.0466666666666667,0.00857142857142858,0,0.82126560376586,1.12,0,0,0,0,0,0
"updown",1.8,"SVP AR1Focus",0.189550505050505,0.467666666666667,0.124285714285714,0,0.760905426937205,2.54,0.005,0.02,0.00285714285714285,0,0.820440465121782,1.03,0.184550505050505,0.447666666666667,0.121428571428571,0,-0.0595350381845767,1.51
"updown",2,"DeCAFS AR1",0.0225,0.09,0.0128571428571429,0,1.00223604914751,1.14,0.107833333333333,0.356666666666667,0.0657142857142857,0,0.957850904031057,1.56,-0.0853333333333334,-0.266666666666667,-0.0528571428571428,0,0.0443851451164489,-0.42
"updown",2,"PELT AR1 approximate",0.418083279465632,0.580892857142857,0.368571428571429,0.08,0.708856036040425,5.03,0,0,0,0,1.01495120725585,1,0.418083279465632,0.580892857142857,0.368571428571429,0.08,-0.306095171215425,4.03
"updown",2,"PELT inflated",0.0431111111111111,0.141333333333333,0.0271428571428571,0,0.996652499907558,1.29,0.0431111111111111,0.141333333333333,0.0271428571428571,0,0.996652499907558,1.29,0,0,0,0,0,0
"updown",2,"SVP AR1Focus",0.342557498057498,0.57,0.258571428571429,0,0.815333369215472,3.85,0.0175,0.07,0.01,0,1.00943329582861,1.09,0.325057498057498,0.5,0.248571428571429,0,-0.194099926613141,2.76
"updown",2.2,"DeCAFS AR1",0.045,0.18,0.0257142857142857,0,1.19532942134279,1.22,0.239725718725719,0.601333333333333,0.165714285714286,0.01,1.06637865908596,2.27,-0.194725718725719,-0.421333333333333,-0.14,-0.01,0.128950762256833,-1.05
"updown",2.2,"PELT AR1 approximate",0.59415097810686,0.661972222222222,0.588571428571429,0.16,0.583185852219927,7.18,0.0025,0.01,0.00142857142857143,0,1.22339215622331,1.02,0.59165097810686,0.651972222222222,0.587142857142857,0.16,-0.640206304003382,6.16
"updown",2.2,"PELT inflated",0.0953888888888888,0.244666666666667,0.0642857142857143,0,1.17074457129691,1.53,0.0953888888888888,0.244666666666667,0.0642857142857143,0,1.17074457129691,1.53,0,0,0,0,0,0
"updown",2.2,"SVP AR1Focus",0.48749173049173,0.673142857142857,0.404285714285714,0.03,0.803774583679141,5.13,0.0225,0.09,0.0128571428571429,0,1.20805418407405,1.15,0.46499173049173,0.583142857142857,0.391428571428571,0.03,-0.404279600394908,3.98
"updown",2.4,"DeCAFS AR1",0.0619444444444444,0.24,0.0357142857142857,0,1.41110051849137,1.28,0.410140581640582,0.750071428571429,0.315714285714286,0.05,1.07817125014072,3.33,-0.348196137196137,-0.510071428571429,-0.28,-0.05,0.332929268350654,-2.05
"updown",2.4,"PELT AR1 approximate",0.683605881047058,0.663415584415584,0.722857142857143,0.18,0.473657849625623,8.63,0.0125,0.05,0.00714285714285714,0,1.44988298435818,1.05,0.671105881047058,0.613415584415585,0.715714285714286,0.18,-0.97622513473256,7.58
"updown",2.4,"PELT inflated",0.213050505050505,0.471,0.151428571428571,0.01,1.27711898457721,2.25,0.213050505050505,0.471,0.151428571428571,0.01,1.27711898457721,2.25,0,0,0,0,0,0
"updown",2.4,"SVP AR1Focus",0.6545337995338,0.741833333333333,0.597142857142857,0.23,0.681284426783798,6.4,0.0696111111111111,0.245,0.0414285714285714,0,1.41080441453199,1.45,0.584922688422688,0.496833333333333,0.555714285714286,0.23,-0.729519987748193,4.95
"updown",2.6,"DeCAFS AR1",0.1235,0.48,0.0714285714285714,0,1.60093245434478,1.51,0.636856199356199,0.915238095238095,0.537142857142857,0.17,0.902848817103023,4.79,-0.513356199356199,-0.435238095238095,-0.465714285714286,-0.17,0.698083637241755,-3.28
"updown",2.6,"PELT AR1 approximate",0.717180345540253,0.653431873681874,0.81,0.11,0.392388080741255,9.77,0.0025,0.00999999999999999,0.00142857142857143,0,1.70992324363274,1.01,0.714680345540253,0.643431873681874,0.808571428571428,0.11,-1.31753516289148,8.76
"updown",2.6,"PELT inflated",0.324223665223665,0.63847619047619,0.241428571428571,0.04,1.35070009306163,2.9,0.324223665223665,0.63847619047619,0.241428571428571,0.04,1.35070009306163,2.9,0,0,0,0,0,0
"updown",2.6,"SVP AR1Focus",0.754574425574426,0.808547619047619,0.717142857142857,0.48,0.556097357806107,7.11,0.0875,0.291666666666667,0.0528571428571429,0,1.6168490019368,1.72,0.667074425574426,0.516880952380952,0.664285714285714,0.48,-1.06075164413069,5.39
"updown",2.8,"DeCAFS AR1",0.177222222222222,0.53,0.112857142857143,0,1.78119631395514,1.8,0.865672438672439,0.988571428571429,0.808571428571429,0.55,0.49618951546984,6.67,-0.688450216450216,-0.458571428571429,-0.695714285714286,-0.55,1.2850067984853,-4.87
"updown",2.8,"PELT AR1 approximate",0.738229451834715,0.627837107337107,0.907142857142857,0.01,0.260276635308466,11.27,0.02,0.08,0.0114285714285714,0,1.95653257046657,1.1,0.718229451834715,0.547837107337107,0.895714285714286,0.01,-1.69625593515811,10.17
"updown",2.8,"PELT inflated",0.50520313020313,0.739404761904762,0.424285714285714,0.17,1.20781677962067,4.26,0.50520313020313,0.739404761904762,0.424285714285714,0.17,1.20781677962067,4.26,0,0,0,0,0,0
"updown",2.8,"SVP AR1Focus",0.894652014652015,0.90752380952381,0.884285714285714,0.83,0.288833431021249,7.79,0.151873737373737,0.355,0.101428571428571,0,1.76890579935327,2.34,0.742778277278277,0.55252380952381,0.782857142857143,0.83,-1.48007236833202,5.45
"updown",3,"DeCAFS AR1",0.345939393939394,0.78,0.247142857142857,0.03,1.77125210177013,2.73,0.965395271395271,0.991785714285714,0.95,0.85,0.22512189406327,7.71,-0.619455877455877,-0.211785714285714,-0.702857142857143,-0.82,1.54613020770686,-4.98
"updown",3,"PELT AR1 approximate",0.734993464052288,0.607304972804973,0.938571428571429,0,0.23440461366693,11.93,0.0793989898989899,0.2255,0.0528571428571429,0,2.17119415022513,1.4,0.655594474153298,0.381804972804973,0.885714285714286,0,-1.9367895365582,10.53
"updown",3,"PELT inflated",0.722421356421356,0.900380952380952,0.661428571428571,0.45,0.848196865672367,5.91,0.722421356421356,0.900380952380952,0.661428571428571,0.45,0.848196865672367,5.91,0,0,0,0,0,0
"updown",3,"SVP AR1Focus",0.939304029304029,0.943714285714286,0.935714285714286,0.94,0.225402906374685,7.93,0.256433566433566,0.449833333333333,0.19,0,1.81199766092414,3.45,0.682870462870463,0.493880952380952,0.745714285714286,0.94,-1.58659475454946,4.48
"updown",3.2,"DeCAFS AR1",0.511616161616162,0.8675,0.415714285714286,0.12,1.61120563375629,3.92,0.996238095238095,0.997321428571429,0.995714285714286,0.98,0.126903849266281,7.99,-0.484621933621934,-0.129821428571429,-0.58,-0.86,1.48430178449001,-4.07
"updown",3.2,"PELT AR1 approximate",0.745624183006536,0.611741064491064,0.964285714285714,0,0.204249082065978,12.2,0.130815462315462,0.351666666666667,0.0857142857142857,0,2.39644581423459,1.68,0.614808720691074,0.260074397824398,0.878571428571429,0,-2.19219673216861,10.52
"updown",3.2,"PELT inflated",0.865562604062604,0.944595238095238,0.828571428571429,0.68,0.537838021213353,7.08,0.865562604062604,0.944595238095238,0.828571428571429,0.68,0.537838021213353,7.08,0,0,0,0,0,0
"updown",3.2,"SVP AR1Focus",0.973296703296703,0.973809523809524,0.972857142857143,0.99,0.175263327615203,7.99,0.410324397824398,0.5625,0.338571428571429,0.03,1.74695760536967,4.62,0.562972305472305,0.411309523809524,0.634285714285714,0.96,-1.57169427775447,3.37
"updown",3.4,"DeCAFS AR1",0.800720668220668,0.97,0.741428571428571,0.51,0.882574765377925,6.19,0.996,0.9925,1,0.94,0.11580001360188,8.06,-0.195279331779332,-0.0225000000000001,-0.258571428571429,-0.43,0.766774751776045,-1.87
"updown",3.4,"PELT AR1 approximate",0.70844610970385,0.560434731934732,0.971428571428571,0,0.190108969842206,13.28,0.244984737484737,0.459892857142857,0.194285714285714,0.04,2.38356694426269,2.59,0.463461372219112,0.100541874791875,0.777142857142857,-0.04,-2.19345797442048,10.69
"updown",3.4,"PELT inflated",0.938291042291042,0.963761904761905,0.921428571428571,0.85,0.32390882673875,7.69,0.938291042291042,0.963761904761905,0.921428571428571,0.85,0.32390882673875,7.69,0,0,0,0,0,0
"updown",3.4,"SVP AR1Focus",0.981428571428571,0.981428571428571,0.981428571428571,1,0.161575365851247,8,0.579450993450993,0.669904761904762,0.524285714285714,0.14,1.3923011533418,6,0.401977577977578,0.31152380952381,0.457142857142857,0.86,-1.23072578749055,2
"updown",3.6,"DeCAFS AR1",0.94083682983683,1,0.914285714285714,0.8,0.409497155100902,7.4,0.997,0.9975,0.997142857142857,0.97,0.13106713995584,8,-0.0561631701631702,0.00249999999999995,-0.0828571428571429,-0.17,0.278430015145063,-0.6
"updown",3.6,"PELT AR1 approximate",0.695121868843231,0.539558275058275,0.981428571428571,0,0.177675227307795,13.81,0.444004884004884,0.703130952380952,0.38,0.19,2.08712940736293,4.05,0.251116984838347,-0.163572677322677,0.601428571428571,-0.19,-1.90945418005513,9.76
"updown",3.6,"PELT inflated",0.954452380952381,0.972285714285714,0.947142857142857,0.94,0.267053425709436,7.82,0.954452380952381,0.972285714285714,0.947142857142857,0.94,0.267053425709436,7.82,0,0,0,0,0,0
"updown",3.6,"SVP AR1Focus",0.99,0.99,0.99,1,0.150935704708236,8,0.81827972027972,0.864666666666667,0.785714285714286,0.53,0.793771220145258,7.21,0.17172027972028,0.125333333333333,0.204285714285714,0.47,-0.642835515437022,0.79
"updown",3.8,"DeCAFS AR1",0.984772727272727,1,0.978571428571429,0.95,0.188949279425304,7.85,0.999333333333333,0.99875,1,0.99,0.107157231294218,8.01,-0.0145606060606061,0.00124999999999997,-0.0214285714285715,-0.04,0.0817920481310855,-0.16
"updown",3.8,"PELT AR1 approximate",0.683260812458955,0.523501165501166,0.987142857142857,0,0.152767756938452,14.26,0.720807445822152,0.811519841269841,0.71,0.26,1.16074535933988,6.88,-0.0375466333631969,-0.288018675768676,0.277142857142857,-0.26,-1.00797760240143,7.38
"updown",3.8,"PELT inflated",0.983516483516483,0.984285714285714,0.982857142857143,0.99,0.163704468033138,7.99,0.983516483516483,0.984285714285714,0.982857142857143,0.99,0.163704468033138,7.99,0,0,0,0,0,0
"updown",3.8,"SVP AR1Focus",0.995714285714286,0.995714285714286,0.995714285714286,1,0.12717930164985,8,0.938206793206793,0.950857142857143,0.928571428571429,0.84,0.34797318315314,7.79,0.0575074925074924,0.0448571428571428,0.0671428571428571,0.16,-0.22079388150329,0.21
"updown",4,"DeCAFS AR1",0.994545454545455,1,0.991428571428571,0.98,0.162315120917169,7.94,0.999333333333333,0.99875,1,0.99,0.122529018600287,8.01,-0.00478787878787879,0.00124999999999997,-0.00857142857142856,-0.01,0.0397861023168823,-0.0699999999999994
"updown",4,"PELT AR1 approximate",0.679844003949267,0.517343989343989,0.992857142857143,0,0.162167901881441,14.46,0.84043923886571,0.839380952380952,0.874285714285714,0.25,0.656829524701263,8.38,-0.160595234916442,-0.322036963036963,0.118571428571429,-0.25,-0.494661622819822,6.08
"updown",4,"PELT inflated",0.982857142857143,0.982857142857143,0.982857142857143,1,0.162732534327711,8,0.982857142857143,0.982857142857143,0.982857142857143,1,0.162732534327711,8,0,0,0,0,0,0
"updown",4,"SVP AR1Focus",0.995714285714286,0.995714285714286,0.995714285714286,1,0.138468371803403,8,0.974065934065934,0.977142857142857,0.971428571428571,0.95,0.214820084540112,7.95,0.0216483516483515,0.0185714285714286,0.0242857142857142,0.05,-0.0763517127367087,0.0499999999999998
"updown",4.2,"DeCAFS AR1",0.998333333333333,1,0.997142857142857,0.99,0.128805941904489,7.98,0.998666666666667,0.9975,1,0.98,0.115382951898037,8.02,-0.000333333333333408,0.00249999999999995,-0.00285714285714289,0.01,0.0134229900064515,-0.0399999999999991
"updown",4.2,"PELT AR1 approximate",0.675738740791372,0.511871961371961,0.995714285714286,0,0.148690019859965,14.65,0.86132123268888,0.808340909090909,0.935714285714286,0.16,0.420318014949169,9.21,-0.185582491897507,-0.296468947718948,0.0599999999999999,-0.16,-0.271627995089204,5.44
"updown",4.2,"PELT inflated",0.992857142857143,0.992857142857143,0.992857142857143,1,0.145743184185668,8,0.992857142857143,0.992857142857143,0.992857142857143,1,0.145743184185668,8,0,0,0,0,0,0
"updown",4.2,"SVP AR1Focus",0.997142857142857,0.997142857142857,0.997142857142857,1,0.128743681473789,8,0.98952380952381,0.990857142857143,0.988571428571429,0.99,0.163009267138825,7.98,0.00761904761904764,0.00628571428571423,0.00857142857142856,0.01,-0.034265585665036,0.0199999999999996
"updown",4.4,"DeCAFS AR1",1,1,1,1,0.109996928165485,8,0.998666666666667,0.9975,1,0.98,0.110882952493796,8.02,0.0013333333333333,0.00249999999999995,0,0.02,-0.000886024328311558,-0.0199999999999996
"updown",4.4,"PELT AR1 approximate",0.668541501976285,0.502272435897436,1,0,0.131924721863542,14.95,0.844528772912674,0.749413891663892,0.98,0.07,0.262831989973073,10.34,-0.175987270936389,-0.247141455766456,0.02,-0.07,-0.130907268109531,4.61
"updown",4.4,"PELT inflated",0.994047619047619,0.995714285714286,0.992857142857143,0.99,0.13925820863108,7.98,0.994047619047619,0.995714285714286,0.992857142857143,0.99,0.13925820863108,7.98,0,0,0,0,0,0
"updown",4.4,"SVP AR1Focus",1,1,1,1,0.115372391653415,8,0.996373626373626,0.997142857142857,0.995714285714286,0.99,0.132360189036702,7.99,0.00362637362637364,0.00285714285714289,0.00428571428571434,0.01,-0.0169877973832869,0.00999999999999979
"updown",4.6,"DeCAFS AR1",1,1,1,1,0.112967186432852,8,0.998666666666667,0.9975,1,0.98,0.114186530472859,8.02,0.0013333333333333,0.00249999999999995,0,0.02,-0.00121934404000712,-0.0199999999999996
"updown",4.6,"PELT AR1 approximate",0.669701754385965,0.503525641025641,1,0,0.128307244950878,14.91,0.823920364637083,0.709637140637141,0.991428571428571,0.02,0.205396257394329,10.93,-0.154218610251118,-0.2061114996115,0.00857142857142856,-0.02,-0.0770890124434513,3.98
"updown",4.6,"PELT inflated",0.994285714285714,0.994285714285714,0.994285714285714,1,0.135672391493001,8,0.994285714285714,0.994285714285714,0.994285714285714,1,0.135672391493001,8,0,0,0,0,0,0
"updown",4.6,"SVP AR1Focus",1,1,1,1,0.11810434311045,8,0.997142857142857,0.997142857142857,0.997142857142857,1,0.129062558051745,8,0.00285714285714289,0.00285714285714289,0.00285714285714289,0,-0.010958214941295,0
"updown",4.8,"DeCAFS AR1",1,1,1,1,0.108380620139912,8,0.998,0.99625,1,0.97,0.10972377122362,8.03,0.002,0.00375000000000003,0,0.03,-0.00134315108370787,-0.0299999999999994
"updown",4.8,"PELT AR1 approximate",0.667424242424242,0.500923076923077,1,0,0.123553102745481,14.98,0.790571637426901,0.661074397824398,0.992857142857143,0.01,0.190793504338766,11.68,-0.123147395002658,-0.160151320901321,0.00714285714285712,-0.01,-0.067240401593285,3.3
"updown",4.8,"PELT inflated",1,1,1,1,0.114924779833915,8,1,1,1,1,0.114924779833915,8,0,0,0,0,0,0
"updown",4.8,"SVP AR1Focus",1,1,1,1,0.111224521675998,8,1,1,1,1,0.11405454342875,8,0,0,0,0,-0.00283002175275222,0
"updown",5,"DeCAFS AR1",1,1,1,1,0.119778785743599,8,0.999333333333333,0.99875,1,0.99,0.119970989180436,8.01,0.000666666666666704,0.00124999999999997,0,0.01,-0.000192203436837374,-0.00999999999999979
"updown",5,"PELT AR1 approximate",0.665484848484848,0.498717948717949,1,0,0.14027664166414,15.04,0.759771978967025,0.617906315906316,0.994285714285714,0.00999999999999999,0.19364137301047,12.4,-0.094287130482177,-0.119188367188367,0.00571428571428567,-0.00999999999999999,-0.0533647313463301,2.64
"updown",5,"PELT inflated",1,1,1,1,0.128568500266689,8,1,1,1,1,0.128568500266689,8,0,0,0,0,0,0
"updown",5,"SVP AR1Focus",1,1,1,1,0.122240374092939,8,1,1,1,1,0.127643382801266,8,0,0,0,0,-0.0054030087083269,0
