"experiment","n","k","rep","method","time_baseline","detected_baseline","time_shortcuts","detected_shortcuts","detected_equal","speedup"
"vary_k",10000,12,8,"PELT",0.007000000000005,13,0.00900000000001455,13,TRUE,0.777777777777076
"vary_k",10000,12,8,"SVP BIC",0.194999999999993,13,0.206999999999994,13,TRUE,0.94202898550724
"vary_k",10000,12,8,"SVP BIC calibrated",0.194999999999993,13,0.206000000000017,13,TRUE,0.946601941747461
"vary_k",10000,12,8,"SVP BIC multiscale",0.204000000000008,13,0.216000000000008,13,TRUE,0.944444444444447
"vary_k",10000,12,9,"PELT",0.00799999999998136,13,0.0109999999999673,13,TRUE,0.727272727273195
"vary_k",10000,12,9,"SVP BIC",0.195999999999998,13,0.205000000000041,13,TRUE,0.956097560975409
"vary_k",10000,12,9,"SVP BIC calibrated",0.195999999999998,13,0.209999999999923,13,TRUE,0.933333333333666
"vary_k",10000,12,9,"SVP BIC multiscale",0.203999999999979,13,0.211999999999989,13,TRUE,0.962264150943347
"vary_k",10000,13,1,"PELT",0.00900000000001455,14,0.00699999999994816,14,TRUE,1.28571428572589
"vary_k",10000,13,1,"SVP BIC",0.181999999999988,14,0.196000000000026,14,TRUE,0.928571428571244
"vary_k",10000,13,1,"SVP BIC calibrated",0.181999999999988,14,0.192999999999984,14,TRUE,0.943005181347166
"vary_k",10000,13,1,"SVP BIC multiscale",0.192000000000007,14,0.19500000000005,14,TRUE,0.984615384615168
"vary_k",10000,13,10,"PELT",0.00699999999994816,14,0.00799999999992451,14,TRUE,0.875000000001777
"vary_k",10000,13,10,"SVP BIC",0.184000000000026,14,0.19399999999996,14,TRUE,0.948453608247752
