"experiment","n","k","method","baseline_median","shortcut_median","median_speedup","matching_segment_counts","paired_rows"
"vary_k",10000,69,"SVP BIC multiscale",0.0459999999999923,0.0440000000000964,1.04545454545208,10,10
"vary_k",10000,70,"PELT",0.00249999999999772,0.0020000000000664,1.24999999995737,10,10
"vary_k",10000,70,"SVP BIC",0.0440000000000111,0.0450000000000728,0.977777777776444,10,10
"vary_k",10000,70,"SVP BIC calibrated",0.0439999999999827,0.0450000000000728,0.977777777775811,10,10
"vary_k",10000,70,"SVP BIC multiscale",0.0450000000000159,0.0430000000001201,1.04651162790442,10,10
"vary_k",10000,71,"PELT",0.00249999999999772,0.00249999999994089,1.00000000002274,10,10
"vary_k",10000,71,"SVP BIC",0.0439999999999827,0.0450000000000728,0.977777777775811,10,10
"vary_k",10000,71,"SVP BIC calibrated",0.0440000000000111,0.0449999999999591,0.977777777778914,10,10
"vary_k",10000,71,"SVP BIC multiscale",0.0449999999999875,0.0429999999998927,1.0465116279093,10,10
"vary_k",10000,72,"PELT",0.00200000000000955,0.00249999999994089,0.800000000022737,10,10
"vary_k",10000,72,"SVP BIC",0.0430000000000064,0.0440000000000964,0.977272727270732,10,10
"vary_k",10000,72,"SVP BIC calibrated",0.0430000000000064,0.0444999999999709,0.966292134832237,10,10
"vary_k",10000,72,"SVP BIC multiscale",0.0440000000000396,0.0425000000000182,1.03529411764755,10,10
"vary_k",10000,73,"PELT",0.00200000000000955,0.0020000000000664,0.999999999971578,10,10
"vary_k",10000,73,"SVP BIC",0.042999999999978,0.0434999999999945,0.988505747126054,10,10
"vary_k",10000,73,"SVP BIC calibrated",0.04200000000003,0.0430000000001201,0.976744186044481,10,10
"vary_k",10000,73,"SVP BIC multiscale",0.0439999999999827,0.0410000000000536,1.07317073170549,10,10
"vary_k",10000,74,"PELT",0.00200000000000955,0.00200000000018008,0.999999999914735,10,10
"vary_k",10000,74,"SVP BIC",0.0425000000000182,0.0430000000000064,0.988372093023532,10,10
"vary_k",10000,74,"SVP BIC calibrated",0.0419999999999732,0.0429999999998927,0.976744186048326,10,10
"vary_k",10000,74,"SVP BIC multiscale",0.0430000000000064,0.04099999999994,1.04878048780657,10,10
"vary_k",10000,75,"PELT",0.00200000000000955,0.00199999999995271,1.00000000002842,10,10
"vary_k",10000,75,"SVP BIC",0.0419999999999732,0.0430000000001201,0.97674418604316,10,10
"vary_k",10000,75,"SVP BIC calibrated",0.0419999999999732,0.0430000000000064,0.976744186045743,10,10
"vary_k",10000,75,"SVP BIC multiscale",0.0430000000000064,0.04099999999994,1.04878048780657,10,10
"vary_k",10000,76,"PELT",0.00200000000000955,0.00199999999995271,1.00000000002842,10,10
"vary_k",10000,76,"SVP BIC",0.041499999999985,0.0420000000001437,0.9880952380915,10,10
"vary_k",10000,76,"SVP BIC calibrated",0.0420000000000016,0.0429999999998927,0.976744186048986,10,10
"vary_k",10000,76,"SVP BIC multiscale",0.0430000000000064,0.04099999999994,1.04878048780657,10,10
"vary_k",10000,77,"PELT",0.00249999999999772,0.00200000000018008,1.24999999988631,10,10
"vary_k",10000,77,"SVP BIC",0.0409999999999968,0.0419999999999163,0.976190476192346,10,10
"vary_k",10000,77,"SVP BIC calibrated",0.0409999999999968,0.0419999999999163,0.976190476192346,10,10
"vary_k",10000,77,"SVP BIC multiscale",0.0420000000000016,0.0399999999999636,1.050000000001,10,10
"vary_k",10000,78,"PELT",0.00200000000000955,0.00200000000018008,0.999999999914735,10,10
"vary_k",10000,78,"SVP BIC",0.0405000000000087,0.0410000000000536,0.987804878047699,10,10
"vary_k",10000,78,"SVP BIC calibrated",0.0409999999999968,0.0410000000000536,0.999999999998614,10,10
"vary_k",10000,78,"SVP BIC multiscale",0.0419999999999732,0.0399999999999636,1.05000000000029,10,10
"vary_k",10000,79,"PELT",0.00200000000000955,0.00199999999995271,1.00000000002842,10,10
"vary_k",10000,79,"SVP BIC",0.0409999999999968,0.04099999999994,1.00000000000139,10,10
"vary_k",10000,79,"SVP BIC calibrated",0.0405000000000087,0.0410000000000536,0.987804878047699,10,10
"vary_k",10000,79,"SVP BIC multiscale",0.0409999999999968,0.0389999999999873,1.05128205128231,10,10
"vary_k",10000,80,"PELT",0.00200000000000955,0.00199999999995271,1.00000000002842,10,10
"vary_k",10000,80,"SVP BIC",0.0400000000000205,0.0410000000001673,0.97560975609408,10,10
"vary_k",10000,80,"SVP BIC calibrated",0.0405000000000087,0.0410000000000536,0.987804878047699,10,10
"vary_k",10000,80,"SVP BIC multiscale",0.0409999999999968,0.0399999999999636,1.02500000000085,10,10
"vary_k",10000,81,"PELT",0.00200000000000955,0.00199999999995271,1.00000000002842,10,10
"vary_k",10000,81,"SVP BIC",0.0394999999999755,0.04099999999994,0.963414634147153,10,10
"vary_k",10000,81,"SVP BIC calibrated",0.0389999999999873,0.0404999999999518,0.962962962963796,10,10
"vary_k",10000,81,"SVP BIC multiscale",0.0400000000000205,0.0389999999999873,1.02564102564189,10,10
"vary_k",10000,82,"PELT",0.00200000000000955,0.00199999999995271,1.00000000002842,10,10
"vary_k",10000,82,"SVP BIC",0.0390000000000441,0.0400000000000773,0.974999999999218,10,10
"vary_k",10000,82,"SVP BIC calibrated",0.0389999999999873,0.0399999999999636,0.97500000000057,10,10
"vary_k",10000,82,"SVP BIC multiscale",0.0400000000000205,0.0389999999999873,1.02564102564189,10,10
"vary_k",10000,83,"PELT",0.00200000000000955,0.00199999999995271,1.00000000002842,10,10
"vary_k",10000,83,"SVP BIC",0.0389999999999873,0.0400000000000773,0.974999999997798,10,10
"vary_k",10000,83,"SVP BIC calibrated",0.0389999999999873,0.0399999999999636,0.97500000000057,10,10
"vary_k",10000,83,"SVP BIC multiscale",0.0400000000000205,0.0389999999999873,1.02564102564189,10,10
"vary_k",10000,84,"PELT",0.00200000000000955,0.00199999999995271,1.00000000002842,10,10
"vary_k",10000,84,"SVP BIC",0.0380000000000109,0.0399999999999636,0.950000000001137,10,10
"vary_k",10000,84,"SVP BIC calibrated",0.0380000000000109,0.0399999999999636,0.950000000001137,10,10
"vary_k",10000,84,"SVP BIC multiscale",0.0394999999999755,0.0380000000000109,1.03947368420958,10,10
"vary_k",10000,85,"PELT",0.00200000000000955,0.00199999999995271,1.00000000002842,10,10
"vary_k",10000,85,"SVP BIC",0.0380000000000109,0.0389999999999873,0.974358974359571,10,10
"vary_k",10000,85,"SVP BIC calibrated",0.0380000000000109,0.0389999999999873,0.974358974359571,10,10
"vary_k",10000,85,"SVP BIC multiscale",0.0389999999999873,0.0370000000000346,1.05405405405273,10,10
"vary_k",10000,86,"PELT",0.00200000000000955,0.00199999999995271,1.00000000002842,10,10
"vary_k",10000,86,"SVP BIC",0.0380000000000109,0.0380000000000109,1,10,10
"vary_k",10000,86,"SVP BIC calibrated",0.0380000000000109,0.0384999999999991,0.987012987013293,10,10
"vary_k",10000,86,"SVP BIC multiscale",0.0389999999999873,0.0370000000000346,1.05405405405273,10,10
"vary_k",10000,87,"PELT",0.00200000000000955,0.00199999999995271,1.00000000002842,10,10
"vary_k",10000,87,"SVP BIC",0.0374999999999944,0.0389999999999873,0.96153846153863,10,10
"vary_k",10000,87,"SVP BIC calibrated",0.0375000000000228,0.0384999999999991,0.974025974026588,10,10
"vary_k",10000,87,"SVP BIC multiscale",0.0380000000000109,0.0364999999999327,1.04109589041318,10,10
"vary_k",10000,88,"PELT",0.00200000000000955,0.00199999999995271,1.00000000002842,10,10
"vary_k",10000,88,"SVP BIC",0.0370000000000346,0.0375000000000228,0.986666666666991,10,10
"vary_k",10000,88,"SVP BIC calibrated",0.0369999999999777,0.0380000000000109,0.97368421052545,10,10
"vary_k",10000,88,"SVP BIC multiscale",0.0380000000000109,0.0359999999999445,1.05555555555749,10,10
"vary_k",10000,89,"PELT",0.00200000000000955,0.00199999999995271,1.00000000002842,10,10
"vary_k",10000,89,"SVP BIC",0.0369999999999777,0.0380000000000109,0.97368421052545,10,10
"vary_k",10000,89,"SVP BIC calibrated",0.0369999999999777,0.0380000000000109,0.97368421052545,10,10
"vary_k",10000,89,"SVP BIC multiscale",0.0380000000000109,0.0360000000000582,1.05555555555415,10,10
"vary_k",10000,90,"PELT",0.00199999999995271,0.00199999999995271,1,10,10
"vary_k",10000,90,"SVP BIC",0.0369999999999209,0.0370000000000346,0.999999999996927,10,10
"vary_k",10000,90,"SVP BIC calibrated",0.0364999999999896,0.0370000000000346,0.986486486485282,10,10
"vary_k",10000,90,"SVP BIC multiscale",0.037999999999954,0.0359999999999445,1.05555555555591,10,10
"vary_k",10000,91,"PELT",0.00200000000006639,0.00199999999995271,1.00000000005684,10,10
"vary_k",10000,91,"SVP BIC",0.0360000000000582,0.0370000000000346,0.972972972973636,10,10
"vary_k",10000,91,"SVP BIC calibrated",0.0360000000000582,0.0370000000000346,0.972972972973636,10,10
"vary_k",10000,91,"SVP BIC multiscale",0.0370000000000346,0.0350000000000819,1.05714285714137,10,10
"vary_k",10000,92,"PELT",0.00200000000000955,0.00199999999995271,1.00000000002842,10,10
"vary_k",10000,92,"SVP BIC",0.0364999999999896,0.0369999999999209,0.986486486488313,10,10
"vary_k",10000,92,"SVP BIC calibrated",0.0360000000000582,0.0369999999999209,0.972972972976626,10,10
"vary_k",10000,92,"SVP BIC multiscale",0.0370000000000346,0.0359999999999445,1.02777777778032,10,10
"vary_k",10000,93,"PELT",0.00200000000000955,0.00199999999995271,1.00000000002842,10,10
"vary_k",10000,93,"SVP BIC",0.0359999999999445,0.0369999999998072,0.972972972976543,10,10
"vary_k",10000,93,"SVP BIC calibrated",0.0359999999999445,0.0370000000000346,0.972972972970563,10,10
"vary_k",10000,93,"SVP BIC multiscale",0.0369999999999209,0.0350000000000819,1.05714285713812,10,10
"vary_k",10000,94,"PELT",0.00200000000000955,0.00199999999995271,1.00000000002842,10,10
"vary_k",10000,94,"SVP BIC",0.035000000000025,0.0370000000000346,0.945945945945738,10,10
"vary_k",10000,94,"SVP BIC calibrated",0.0355000000000132,0.0370000000000346,0.959459459458919,10,10
"vary_k",10000,94,"SVP BIC multiscale",0.0360000000000014,0.0350000000000819,1.02857142856906,10,10
"vary_k",10000,95,"PELT",0.00200000000000955,0.00199999999995271,1.00000000002842,10,10
"vary_k",10000,95,"SVP BIC",0.0349999999999682,0.0360000000000582,0.972222222219767,10,10
"vary_k",10000,95,"SVP BIC calibrated",0.0349999999999682,0.0365000000000464,0.958904109586951,10,10
"vary_k",10000,95,"SVP BIC multiscale",0.0360000000000014,0.0349999999998545,1.02857142857574,10,10
"vary_k",10000,96,"PELT",0.00199999999995271,0.0020000000000664,0.999999999943158,10,10
"vary_k",10000,96,"SVP BIC",0.0349999999999682,0.0369999999999209,0.945945945947109,10,10
"vary_k",10000,96,"SVP BIC calibrated",0.0349999999999682,0.0360000000000582,0.972222222219767,10,10
"vary_k",10000,96,"SVP BIC multiscale",0.0359999999999445,0.0350000000000819,1.02857142856744,10,10
"vary_k",10000,97,"PELT",0.00200000000000955,0.00199999999995271,1.00000000002842,10,10
"vary_k",10000,97,"SVP BIC",0.0349999999999682,0.0359999999999445,0.972222222222838,10,10
"vary_k",10000,97,"SVP BIC calibrated",0.035000000000025,0.0350000000000819,0.999999999998376,10,10
"vary_k",10000,97,"SVP BIC multiscale",0.0359999999999445,0.0349999999998545,1.02857142857412,10,10
"vary_k",10000,98,"PELT",0.00199999999995271,0.00199999999995271,1,10,10
"vary_k",10000,98,"SVP BIC",0.0349999999999682,0.0349999999999682,1,10,10
"vary_k",10000,98,"SVP BIC calibrated",0.0339999999999918,0.0349999999998545,0.971428571432375,10,10
"vary_k",10000,98,"SVP BIC multiscale",0.0349999999999682,0.0335000000001173,1.04477611939838,10,10
"vary_k",10000,99,"PELT",0.00199999999995271,0.00199999999995271,1,10,10
"vary_k",10000,99,"SVP BIC",0.0339999999999918,0.0350000000000819,0.971428571426064,10,10
"vary_k",10000,99,"SVP BIC calibrated",0.0339999999999918,0.0350000000000819,0.971428571426064,10,10
"vary_k",10000,99,"SVP BIC multiscale",0.0349999999999682,0.0340000000001055,1.02941176470175,10,10
"vary_k",10000,100,"PELT",0.00199999999995271,0.00199999999995271,1,10,10
"vary_k",10000,100,"SVP BIC",0.0339999999999918,0.0350000000000819,0.971428571426064,10,10
"vary_k",10000,100,"SVP BIC calibrated",0.0339999999999918,0.0349999999998545,0.971428571432375,10,10
"vary_k",10000,100,"SVP BIC multiscale",0.0349999999999682,0.0330000000001291,1.06060606060095,10,10
"vary_n",256,0,"PELT",0.00099999999999989,0.00099999999999989,1,20,20
"vary_n",256,0,"SVP BIC",0,0.00099999999999989,NA,20,20
"vary_n",256,0,"SVP BIC calibrated",0,0.00100000000000011,NA,20,20
"vary_n",256,0,"SVP BIC multiscale",0,0.002,NA,15,20
"vary_n",319,0,"PELT",0.00100000000000033,0,NA,20,20
"vary_n",319,0,"SVP BIC",0,0,NA,20,20
"vary_n",319,0,"SVP BIC calibrated",0.000999999999999446,0,NA,20,20
"vary_n",319,0,"SVP BIC multiscale",0,0.00300000000000011,NA,16,20
"vary_n",397,0,"PELT",0.000999999999999888,0.000499999999999723,2.00000000000088,20,20
"vary_n",397,0,"SVP BIC",0.000999999999999446,0.000999999999999446,1,20,20
"vary_n",397,0,"SVP BIC calibrated",0,0,NA,20,20
"vary_n",397,0,"SVP BIC multiscale",0,0.00400000000000045,NA,11,20
"vary_n",494,0,"PELT",0.000999999999999446,0.000999999999999446,1,20,20
"vary_n",494,0,"SVP BIC",0.000999999999999446,0.000999999999999446,1,20,20
"vary_n",494,0,"SVP BIC calibrated",0.000999999999999446,0.000999999999999446,1,20,20
"vary_n",494,0,"SVP BIC multiscale",0,0.00699999999999967,NA,16,20
"vary_n",614,0,"PELT",0.000999999999999446,0.000999999999999446,1,20,20
"vary_n",614,0,"SVP BIC",0.000999999999999446,0.000999999999999446,1,20,20
"vary_n",614,0,"SVP BIC calibrated",0.000999999999999446,0.000999999999999446,1,20,20
"vary_n",614,0,"SVP BIC multiscale",0,0.00999999999999979,NA,17,20
"vary_n",765,0,"PELT",0.000999999999999446,0.00100000000000033,0.999999999999113,20,20
"vary_n",765,0,"SVP BIC",0.00100000000000122,0.000999999999999446,1.00000000000177,20,20
"vary_n",765,0,"SVP BIC calibrated",0.00100000000000033,0.000999999999999446,1.00000000000089,20,20
"vary_n",765,0,"SVP BIC multiscale",0,0.016,NA,14,20
"vary_n",952,0,"PELT",0.00100000000000122,0.00100000000000122,1,20,20
"vary_n",952,0,"SVP BIC",0.00100000000000122,0.00100000000000122,1,20,20
"vary_n",952,0,"SVP BIC calibrated",0.00100000000000122,0.00100000000000122,1,20,20
"vary_n",952,0,"SVP BIC multiscale",0,0.0240000000000009,NA,15,20
"vary_n",1185,0,"PELT",0.00199999999999889,0.00199999999999889,1,20,20
"vary_n",1185,0,"SVP BIC",0.00100000000000122,0.00100000000000122,1,20,20
"vary_n",1185,0,"SVP BIC calibrated",0.00199999999999889,0.00199999999999889,1,20,20
"vary_n",1185,0,"SVP BIC multiscale",0,0.0380000000000003,NA,16,20
"vary_n",1475,0,"PELT",0.00200000000000244,0.00200000000000066,1.00000000000089,20,20
"vary_n",1475,0,"SVP BIC",0.00199999999999889,0.00199999999999889,1,20,20
"vary_n",1475,0,"SVP BIC calibrated",0.00199999999999889,0.00199999999999889,1,20,20
"vary_n",1475,0,"SVP BIC multiscale",0,0.059000000000001,NA,17,20
"vary_n",1836,0,"PELT",0.00300000000000011,0.00300000000000011,1,20,20
"vary_n",1836,0,"SVP BIC",0.00200000000000244,0.00199999999999889,1.00000000000178,20,20
"vary_n",1836,0,"SVP BIC calibrated",0.00200000000000244,0.00199999999999889,1.00000000000178,20,20
"vary_n",1836,0,"SVP BIC multiscale",0,0.0899999999999999,NA,19,20
"vary_n",2285,0,"PELT",0.00450000000000017,0.0044999999999984,1.00000000000039,20,20
"vary_n",2285,0,"SVP BIC",0.00300000000000011,0.00300000000000011,1,20,20
"vary_n",2285,0,"SVP BIC calibrated",0.00300000000000011,0.00300000000000011,1,20,20
"vary_n",2285,0,"SVP BIC multiscale",0.000499999999998834,0.139999999999997,0.00357142857142032,17,20
"vary_n",2844,0,"PELT",0.0069999999999979,0.0069999999999979,1,20,20
"vary_n",2844,0,"SVP BIC",0.00399999999999778,0.00349999999999894,1.14285714285685,20,20
"vary_n",2844,0,"SVP BIC calibrated",0.00399999999999956,0.00399999999999778,1.00000000000044,20,20
"vary_n",2844,0,"SVP BIC multiscale",0.000999999999997669,0.216000000000001,0.00462962962961882,15,20
"vary_n",3540,0,"PELT",0.00999999999999801,0.00999999999999801,1,20,20
"vary_n",3540,0,"SVP BIC",0.00499999999999545,0.00400000000000489,1.24999999999733,20,20
"vary_n",3540,0,"SVP BIC calibrated",0.00499999999999545,0.00400000000000489,1.24999999999733,20,20
"vary_n",3540,0,"SVP BIC multiscale",0,0.344000000000001,NA,17,20
"vary_n",4406,0,"PELT",0.0120000000000005,0.0124999999999993,0.960000000000094,20,20
"vary_n",4406,0,"SVP BIC",0.00500000000000256,0.00600000000000023,0.833333333333728,20,20
"vary_n",4406,0,"SVP BIC calibrated",0.00600000000000023,0.00600000000000023,1,20,20
"vary_n",4406,0,"SVP BIC multiscale",0.000499999999998834,0.540999999999997,0.000924214417742767,17,20
"vary_n",5484,0,"PELT",0.020500000000002,0.0264999999999986,0.773584905660492,20,20
"vary_n",5484,0,"SVP BIC",0.0069999999999979,0.007000000000005,0.999999999998986,20,20
"vary_n",5484,0,"SVP BIC calibrated",0.0069999999999979,0.007000000000005,0.999999999998986,20,20
"vary_n",5484,0,"SVP BIC multiscale",0.000999999999997669,0.896500000000004,0.0011154489682071,19,20
"vary_n",6826,0,"PELT",0.036999999999999,0.0370000000000062,0.999999999999807,20,20
"vary_n",6826,0,"SVP BIC",0.00900000000000034,0.00900000000000034,1,20,20
"vary_n",6826,0,"SVP BIC calibrated",0.00900000000000034,0.00900000000000034,1,20,20
"vary_n",6826,0,"SVP BIC multiscale",0.000999999999997669,1.4725,0.000679117147706394,19,20
"vary_n",8496,0,"PELT",0.0489999999999995,0.049500000000009,0.9898989898988,20,20
"vary_n",8496,0,"SVP BIC",0.0110000000000028,0.0109999999999957,1.00000000000065,20,20
"vary_n",8496,0,"SVP BIC calibrated",0.0110000000000028,0.0109999999999957,1.00000000000065,20,20
"vary_n",8496,0,"SVP BIC multiscale",0.00100000000000122,2.54999999999998,0.000392156862745579,17,20
"vary_n",10575,0,"PELT",0.0869999999999997,0.0860000000000127,1.01162790697659,20,20
"vary_n",10575,0,"SVP BIC",0.0139999999999958,0.0130000000000052,1.07692307692232,20,20
"vary_n",10575,0,"SVP BIC calibrated",0.0140000000000029,0.0139999999999816,1.00000000000152,20,20
"vary_n",10575,0,"SVP BIC multiscale",0.00100000000000477,4.738,0.000211059518785304,17,20
"vary_n",13163,0,"PELT",0.105499999999993,0.105999999999995,0.995283018867905,20,20
"vary_n",13163,0,"SVP BIC",0.0169999999999959,0.0169999999999959,1,20,20
"vary_n",13163,0,"SVP BIC calibrated",0.017000000000003,0.0169999999999959,1.00000000000042,20,20
"vary_n",13163,0,"SVP BIC multiscale",0.00199999999999534,8.92000000000002,0.000224215246636249,15,20
"vary_n",16384,0,"PELT",0.208000000000006,0.210000000000036,0.990476190476045,20,20
"vary_n",16384,0,"SVP BIC",0.0210000000000008,0.0210000000000719,0.999999999996614,20,20
"vary_n",16384,0,"SVP BIC calibrated",0.0210000000000008,0.021000000000015,0.999999999999324,20,20
"vary_n",16384,0,"SVP BIC multiscale",0.00200000000000955,16.863,0.000118602858329452,17,20
