"pattern","jump","rep","algorithm","Precision","Recall","F1","NumSegments","MSE"
"none",0.1,70,"PELT",1,1,1,1,1.16152033976807e-05
"none",0.1,70,"SVP",0.5,1,0.666666666666667,2,0.000841917660597671
"none",0.1,70,"SVP (BIC)",1,1,1,1,1.16152033976807e-05
"none",0.1,71,"PELT",1,1,1,1,0.000771222063505134
"none",0.1,71,"SVP",1,1,1,1,0.000771222063505134
"none",0.1,71,"SVP (BIC)",1,1,1,1,0.000771222063505134
"none",0.1,72,"PELT",1,1,1,1,0.000135123729717353
"none",0.1,72,"SVP",1,1,1,1,0.000135123729717353
"none",0.1,72,"SVP (BIC)",1,1,1,1,0.000135123729717353
"none",0.1,73,"PELT",1,1,1,1,0.00139150671175856
"none",0.1,73,"SVP",1,1,1,1,0.00139150671175856
"none",0.1,73,"SVP (BIC)",1,1,1,1,0.00139150671175856
"none",0.1,74,"PELT",1,1,1,1,0.00107335672826962
"none",0.1,74,"SVP",1,1,1,1,0.00107335672826962
"none",0.1,74,"SVP (BIC)",1,1,1,1,0.00107335672826962
"none",0.1,75,"PELT",1,1,1,1,0.00019461958554308
"none",0.1,75,"SVP",1,1,1,1,0.00019461958554308
"none",0.1,75,"SVP (BIC)",1,1,1,1,0.00019461958554308
"none",0.1,76,"PELT",1,1,1,1,0.000439667627870421
"none",0.1,76,"SVP",1,1,1,1,0.000439667627870421
"none",0.1,76,"SVP (BIC)",1,1,1,1,0.000439667627870421
"none",0.1,77,"PELT",1,1,1,1,1.76463054836894e-05
"none",0.1,77,"SVP",1,1,1,1,1.76463054836894e-05
"none",0.1,77,"SVP (BIC)",1,1,1,1,1.76463054836894e-05
"none",0.1,78,"PELT",1,1,1,1,3.00820965361881e-05
"none",0.1,78,"SVP",1,1,1,1,3.00820965361881e-05
"none",0.1,78,"SVP (BIC)",1,1,1,1,3.00820965361881e-05
"none",0.1,79,"PELT",1,1,1,1,2.65825443010502e-05
"none",0.1,79,"SVP",1,1,1,1,2.65825443010502e-05
